account,source_file
현금및현금성자산의순증가(감소),finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
기초자본,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
자기주식의 소각,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
자본금의 감자,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
공정가치측정금융자산 처분에 다른 자본재분류,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
연차배당,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
종속기업의 지분율 변동 등,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
주식보상비용의 인식,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
연결범위변동,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
자본에 직접 인식된 주주와의 거래 등,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
공정가치측정금융자산평가손익,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
해외사업환산손익,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
확정급여제도의 재측정요소,finstate_all__corp=00101220__year=2023__reprt=11014__fs=CFS__asof=2025-08-31.parquet
자산총계,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
파생상품자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
대출채권 및 할부채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매출채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
현금및현금성자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동상각후원가측정금융자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
금융선급금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
당기법인세자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동공정가치측정금융자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
재고자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매각예정비유동자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타유동자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기금융상품,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타유동채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기금융상품,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기매출채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기대출채권 및 할부채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타비유동채권,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동공정가치측정금융자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
이연법인세자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
무형자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
투자부동산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
관계기업및공동기업에대한투자,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동파생상품자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동상각후원가측정금융자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기금융선급금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타비유동자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유형자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사용권자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
자본총계,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
지배기업의 소유주에게 귀속되는 자본,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
자본잉여금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타자본,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
자본금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
이익잉여금(결손금),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비지배지분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
자본과부채총계,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성파생상품부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성신주인수권부사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성전환사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
금융예수금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타유동채무,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
계약부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동리스부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성장기차입금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
당기법인세부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매각예정비유동부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타유동부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
충당부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기차입금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매입채무,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
부채총계,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
신주인수권부사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
전환사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
교환사채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기차입금,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동기타채무,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
파생상품부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
순확정급여부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
이연법인세부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동계약부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
비유동리스부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기충당부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타비유동부채,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
영업이익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타수익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타비용,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
판매비와관리비,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
지분법손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
총포괄손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
지배기업소유주지분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매출원가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
계속영업기본주당이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
중단영업기본주당이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
계속영업희석주당이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
중단영업희석주당이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
금융비용,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
금융수익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매출총이익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
법인세비용(수익),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타포괄손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
당기손익으로 재분류될 수 있는 항목,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
파생상품평가손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
해외사업환산손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
지분법자본변동,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
당기손익으로 재분류되지 않는항목,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타포괄손익-공정가치측정금융자산평가손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
관계기업 재측정요소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
확정급여제도의 재측정요소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
당기순이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
법인세비용차감전순이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
계속영업당기순이익(손실),finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
세후중단영업손익,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매출액,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기초현금및현금성자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기말현금및현금성자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기말의 매각예정자산에 포함된 현금및현금성자산,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
재무활동현금흐름,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
자기주식의 취득,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
리스부채의 상환,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
보증금부채의 감소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
보증금부채의 증가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
연결자본거래로 인한 현금흐름,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성신주인수권부사채의 발행,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사채의 발행,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
전환사채의 발행,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
교환사채의 발행,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기차입금의 차입,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
종속기업의 유상증자,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기차입금의 차입,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사채의 상환,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기차입금의 상환,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기차입금의 상환,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타 재무활동으로 인한 현금흐름,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유동성장기차입금의 상환,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
배당금의지급,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
투자활동현금흐름,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
투자활동 선급금의 증가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
공정가치측정금융자산의처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
상각후원가측정금융자산의처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기금융상품의 감소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기금융상품의 감소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
공정가치측정금융자산의취득,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
상각후원가측정금융자산의 취득,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
장기금융상품의 증가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
단기금융상품의 증가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사업처분으로 인한 현금유입,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타채권의 감소,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타채권의 증가,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
기타투자활동으로 인한 현금흐름,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
매각예정자산의 처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
사업결합으로 인한 현금유출입,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
정부보조금의 수령,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
무형자산의 처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
투자부동산의 처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
유형자산의 처분,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
무형자산의 취득,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
투자부동산의 취득,finstate_all__corp=00101220__year=2024__reprt=11011__fs=CFS__asof=2025-05-31.parquet
